no,acc_count1,acc_count2,acc_count3
4225,2,30,12.5
4226,2,50,11
4227,2,53.33333333,20.5
4228,2,30,8.5
4229,2,37.5,9
4230,2,33.33333333,21
4231,2,48,10.66666666
4232,2,30,7.333333333
4233,2,50,9.5
4234,2,30,9
4235,2,50,7.5
4236,2,60,7.333333333
4237,2,60,5.333333333
4238,2,30,8.5
4239,2,50,6.5
4240,2,47.5,20.5575
4241,2,60,12
4242,2,43.33333333,15.5
4243,2,50,9.666666666
4244,2,30,12.5
4245,2,53.33333333,22.5
4246,2,50,10
4247,2,30,6
4248,2,30,6.5
4249,2,40,7.5
4250,2,30,13
4251,2,50,9.5
4252,2,50,7
4253,2,50,6
4254,2,50,7
4255,2,50,5.333333333
4256,2,30,7.5
4257,2,30,7
4258,2,30,8.5
4259,2,30,6
4260,2,30,6.333333333
4261,2,40,12
4262,2,30,8
4263,2,30,22.5
4264,2,50,5.666666666
4265,2,40,10
4266,2,60,6.333333333
4267,2,30,8
4268,2,30,2
4269,2,30,11
4270,2,30,22
4271,2,50,8
4272,2,60,15
4273,2,60,20
4274,2,60,17
4275,2,54.28571428,7.5
4276,2,30,12
4277,2,50,7
4278,2,50,4
4279,2,30,6
4280,2,57.5,30
4281,2,50,8
4282,2,30,23.5
4283,2,40,6
4284,2,30,3.666666666
4285,2,60,7
4286,2,30,8
4287,2,60,15.5
4288,2,60,6
4289,2,30,8
4290,2,30,11
4291,2,30,9
4292,2,30,10.5
4293,2,30,7.5
4294,2,30,7
4295,2,30,7.333333333
4296,2,30,5.5
4297,2,30,4.5
4298,2,60,11.33333333
4299,2,60,16.5
4300,2,30,7
4301,2,45,10.5
4302,2,40,10
4303,2,30,11
4304,2,50,10
4305,2,30,12
4306,2,40,24
4307,2,30,24
4308,2,60,28.5
4309,2,50,15.66666666
4310,2,60,19.66666666
4311,2,30,10
4312,2,50,19.5
4313,2,50,27.5
4314,2,30,15.66666666
4315,2,30,12
4316,2,60,20
4317,2,40,18.33333333
4318,2,50,13.5
4319,2,50,8
4320,2,30,8
4321,2,30,5.25
4322,2,36.66666666,10
4323,2,36.66666666,10
4324,2,60,9
4325,2,55,8
4326,2,30,9
4327,2,60,7.5
4328,2,53.33333333,6.5
4329,2,30,6.25
4330,2,40,14
4331,2,30,14
4332,2,50,3.5
4333,2,30,13
4334,2,32.5,6
4335,2,30,6
4336,2,33.33333333,10.5
4337,2,30,20.5
4338,2,60,30.5
4339,2,60,35
4340,2,30,7
4341,2,40,40
4342,2,30,7
4343,2,33.33333333,6
4344,2,50,7
4345,2,37.14285714,10
4346,2,60,10
4347,2,30,8
4348,2,50,7
4349,2,60,13
4350,2,50,15
4351,2,60,9.5
4352,2,30,7.333333333
4353,2,52.5,5.333333333
4354,2,60,8
4355,2,40,15
4356,2,60,9.5
4357,2,40,12
4358,2,50,9.5
4359,2,30,7
4360,2,30,8
4361,2,35.71428571,25
4362,2,30,11.5
4363,2,30,6
4364,2,46.66666666,11
4365,2,30,17
4366,2,50,15
4367,2,30,6.333333333
4368,2,30,13
4369,2,30,13
4370,2,30,10.986
4371,2,30,3
4372,2,50,12.5
4373,1,30,8
4374,1,45,9
4375,1,30,11
4376,1,60,12
4377,1,36.66666666,10.5
4378,1,36.66666666,8.5
4379,1,50,45
4380,1,30,11.5
4381,1,46.66666666,11
4382,1,36.66666666,11
4383,1,30,11
4384,1,43.33333333,8.5
4385,1,30,7
4386,1,50,11
4387,1,43.33333333,14
4388,1,30,11
4389,1,50,10.5
4390,1,60,8.5
4391,1,30,7
4392,1,30,7
4393,1,50,19
4394,1,30,24
4395,1,54,9
4396,1,50,6.5
4397,1,30,12.66666666
4398,1,30,12.5
4399,1,40,8
4400,1,30,8.5
4401,1,30,6
4402,1,50,10
4403,1,30,4.5
4404,1,45,6
4405,1,30,10
4406,1,30,5.75
4407,1,60,20
4408,1,30,7.5
4409,1,30,6
4410,1,30,9
4411,1,50,11
4412,1,50,7
4413,1,60,7.5
4414,1,30,6
4415,1,30,5.5
4416,1,30,6.666666666
4417,1,30,5
4418,1,30,8
4419,1,40,11
4420,1,20,8.5
4421,1,40,8
4422,1,40,7.5
4423,1,30,8
4424,1,30,11.5
4425,1,60,7.333333333
4426,1,50,7
4427,1,60,7
4428,1,50,20
4429,1,30,7.5
4430,1,30,10.5
4431,1,30,11.5
4432,1,40,14
4433,1,40,5
4434,1,50,12.5
4435,1,60,10.5
4436,1,40,10
4437,1,40,10.5
4438,1,30,16
4439,1,50,12
4440,1,40,5
4441,1,50,15.66666666
4442,1,50,20.5
4443,1,30,9.333333333
4444,1,50,14
4445,1,60,22
4446,1,30,12.66666666
4447,1,30,14.33333333
4448,1,30,9.666666666
4449,1,40,13.33333333
4450,1,40,20
4451,1,40,7
4452,1,50,8.5
4453,1,30,8.5
4454,1,30,10
4455,1,60,46
4456,1,50,5
4457,1,30,4
4458,1,53.33333333,19.957
4459,1,50,7.333333333
4460,1,60,8
4461,1,50,9.5
4462,1,30,9
4463,1,30,6
4464,1,26.66666666,9.666666666
4465,1,50,8.5
4466,1,30,20
4467,1,30,17
4468,1,30,19
4469,1,60,12
4470,1,40,20
4471,1,30,14
4472,1,30,10.33333333
4473,1,60,17.5
4474,1,60,16
4475,1,60,8
4476,1,50,8
4477,1,40,8.5
4478,1,30,4
4479,1,50,17
4480,1,50,7
4481,1,30,9.5
4482,1,30,10
4483,1,60,14
4484,1,30,8.5
4485,1,50,7
4486,1,50,10.5
4487,1,30,9.5
4488,1,30,11.5
4489,1,40,26.598
4490,1,30,24.299
4491,1,50,14.5
4492,0,30,7
4493,0,30,6.666666666
4494,0,40,12
4495,0,30,6
4496,0,30,11
4497,0,30,10
4498,0,33.33333333,21
4499,0,30,6.666666666
4500,0,30,6
4501,0,45,9
4502,0,30,8.5
4503,0,30,17.5
4504,0,36.66666666,8
4505,0,60,8.5
4506,0,60,11.5
4507,0,30,8.5
4508,0,50,11
4509,0,30,10
4510,0,40,10.5
4511,0,30,6.5
4512,0,30,5.5
4513,0,40,8
4514,0,50,11
4515,0,50,11
4516,0,30,5.5
4517,0,30,6.5
4518,0,50,9.5
4519,0,60,7.5
4520,0,60,7
4521,0,30,7
4522,0,30,5
4523,0,30,6
4524,0,30,9.5
4525,0,30,21
4526,0,60,8
4527,0,30,7.666666666
4528,0,30,10.5
4529,0,30,6
4530,0,50,10
4531,0,60,9.5
4532,0,30,12.5
4533,0,50,9
4534,0,30,24
4535,0,30,22
4536,0,30,12.66666666
4537,0,30,15.33333333
4538,0,45,6
4539,0,60,8
4540,0,60,23
4541,0,50,15
4542,0,30,6.5
4543,0,30,9.5
4544,0,30,9
4545,0,30,10
4546,0,50,25
4547,0,50,8
4548,0,53.33333333,10
4549,0,60,8
4550,0,50,8.333333333
4551,0,30,3.5
4552,0,60,8
4553,0,30,3
4554,0,30,4.5
4555,0,50,6.5
4556,0,50,7
4557,0,40,5.5
4558,0,30,10.5
4559,0,50,9
4560,0,45,13
4561,0,36.66666666,15.5
4562,0,30,8.5
4563,0,30,37
4564,0,30,11.5
4565,0,40,18
4566,0,30,8
4567,0,46.66666666,9
4568,0,60,6
4569,0,60,5
4570,0,30,7.5
4571,0,30,8
4572,0,40,9
4573,0,30,5.5
4574,0,50,9
4575,0,50,7.5
4576,0,30,5
4577,0,30,8
4578,0,30,7.666666666
4579,0,50,11.5
4580,0,33.33333333,7
