time,valueA,valueB,valueC
3874,13,50,34
3875,5,60,15
3876,144,52.5,30.66666666
3877,3,50,15.5
3878,44,53.33333333,14
3879,18,45,20
3880,27,60,17.5
3881,84,55,27
3882,14,60,25
3883,18,43.33333333,14
3884,48,60,24
3885,26,50,14.66666666
3886,14,60,20
3887,11,60,15
3888,11,36.66666666,16.66666666
3889,84,53.33333333,30
3890,22,50,15.5
3891,45,60,14
3892,27,53.33333333,30
3893,13,36.66666666,15.33333333
3894,44,60,22.5
3895,15,36.66666666,15
3896,18,60,13.66666666
3897,67,60,21.33333333
3898,25,53.33333333,22.33333333
3899,46,60,15.66666666
3900,76,60,28
3901,5,50,18.5
3902,6,60,19
3903,2,50,9.5
3904,11,60,8.5
3905,21,50,25.5
3906,80,60,23.66666666
3907,21,60,24
3908,16,60,18.33333333
3909,34,50,12.33333333
3910,90,60,33.5
3911,56,60,26.2
3912,10,30,9
3913,10,50,16.5
3914,11,30,9.666666666
3915,74,60,26.66666666
3916,4,30,9.5
3917,9,50,16
3918,16,60,11.75
3919,0,30,7.5
3920,30,50,12.66666666
3921,22,50,14.66666666
3922,38,60,11.66666666
3923,9,60,18.66666666
3924,28,50,9
3925,14,53.33333333,21
3926,4,42,17
3927,28,60,14
3928,46,60,6.666666666
3929,94,60,17.66666666
3930,38,60,25.5
3931,21,60,38
3932,9,60,14
3933,54,53.33333333,29
3934,18,60,18
3935,21,52.5,13
3936,7,45,13
3937,21,53.33333333,28.5
3938,14,50,27.5
3939,13,50,11.5
3940,68,60,14.5
3941,31,53.33333333,38.5
3942,45,60,14.5
3943,1,50,8
3944,109,52.5,12.66666666
3945,16,30,8.333333333
3946,7,30,9.5
3947,2,30,7
3948,29,50,14
3949,27,60,9
3950,26,60,15.5
3951,8,50,8.25
3952,74,50,9
3953,59,60,14.5
3954,32,50,10
3955,8,60,22
3956,48,60,21.33333333
3957,47,60,43
3958,26,30,28.33333333
3959,17,60,26
3960,25,60,27
3961,54,45,12.33333333
3962,43,60,32
3963,7,50,25
3964,19,52.5,25
3965,33,53.33333333,18.33333333
3966,80,60,31
3967,20,50,18.33333333
3968,6,30,5
3969,20,30,35
3970,0,30,8
3971,9,40,19
3972,2,30,8
3973,110,53.33333333,26
3974,108,50,25
3975,59,50,24.5
3976,8,30,8.5
3977,4,30,9.3725
3978,8,30,14.5
3979,12,43.33333333,10.33333333
3980,0,40,9
3981,97,30,22.33333333
3982,8,43.33333333,10
3983,23,33.33333333,12.66666666
3984,1,40,8.5
3985,6,45,8
3986,25,50,20.5
3987,21,40,13
3988,58,52.5,21.66666666
3989,10,40,6.666666666
3990,29,53.33333333,20
3991,58,50,9.666666666
3992,85,50,23.33333333
3993,29,42.5,12
3994,70,42.5,14.33333333
3995,3,50,7
3996,14,60,18
3997,33,50,11.33333333
3998,23,36.66666666,12.5
3999,4,40,7.5
4000,76,55,22.5
4001,42,60,11.25
4002,27,33.33333333,13.5
4003,22,46.66666666,9.333333333
4004,69,45,24
4005,19,60,10.33333333
4006,30,60,23
4007,5,60,5.666666666
4008,34,50,10.66666666
4009,132,60,30
4010,10,60,5.666666666
4011,20,60,10.33333333
4012,20,60,23
4013,34,55,11.66666666
4014,29,60,15.5
4015,6,45,8.666666666
4016,0,30,5.5
4017,17,30,13
4018,4,50,5
4019,20,60,23
4020,29,60,17
4021,1,30,4
4022,72,62.5,27.5
4023,31,42.5,11
4024,97,46,31.66666666
4025,76,65,18
4026,44,52.5,18.33333333
4027,41,57.5,20.5
4028,16,60,15.5
4029,35,30,35
4030,41,37.5,15.33333333
4031,26,30,25
4032,42,42.5,10
4033,7,60,9
4034,91,48,25
4035,140,65,32.5
4036,32,60,21
4037,6,30,6.333333333
4038,63,60,18.33333333
4039,50,60,18
4040,20,60,13.66666666
4041,7,30,10
4042,15,36.66666666,8.666666666
4043,27,50,14
4044,5,30,8
4045,30,40,23.5
4046,61,37.5,15.5
4047,41,30,19.66666666
4048,10,30,9.333333333
4049,23,60,6
4050,9,36.66666666,8.333333333
4051,39,50,32.5
4052,8,30,5.333333333
4053,110,60,18.33333333
4054,66,60,16.66666666
4055,51,53.33333333,25
4056,75,60,21
4057,22,50,14
4058,24,30,9.666666666
4059,28,60,35
4060,88,60,25
4061,42,50,18.5
4062,23,60,19
4063,1,50,17
4064,22,40,15
4065,26,60,15.66666666
4066,15,55,27.5
4067,154,60,35
4068,12,50,17.33333333
4069,10,30,24.5
4070,12,46.66666666,13.5
4071,7,60,9
4072,59,45,18.66666666
4073,34,60,25
4074,26,60,30
4075,17,60,25
4076,21,45,16
4077,104,62.5,32.5
4078,17,37.5,13.33333333
4079,55,60,22.5
4080,5,50,35
4081,12,52.5,12
4082,87,47.5,23.5
4083,55,48.18181818,14.5
4084,62,50,30
4085,38,35,20
4086,16,30,7.5
4087,5,45,35
4088,2,35.71428571,25
4089,11,50,6.5
4090,16,30,25
4091,40,50,35
4092,39,53.33333333,35
4093,2,30,11.5
4094,32,46.66666666,14
4095,87,45,30
4096,30,50,21.5
4097,31,32.5,15.33333333
4098,6,53.33333333,27.5
4099,115,60,35
4100,23,30,15.5
4101,11,50,25
4102,12,30,11.66666666
4103,6,30,14
4104,76,53.33333333,35
4105,20,50,24
4106,113,50,29
4107,0,50,9
4108,1,50,7
4109,0,50,7.5
4110,2,30,6
4111,0,30,5
4112,35,47.14285714,15.5
4113,44,60,25
4114,21,50,13.66666666
4115,33,50,28
4116,72,60,37
4117,23,60,25.66666666
4118,3,50,9
4119,21,50,15.5
4120,27,60,22.25
4121,1,30,9.5
4122,6,60,11
4123,6,60,7
4124,3,53.33333333,10
4125,74,55,39.66666666
4126,17,50,19
4127,29,36.66666666,31
4128,9,60,12
4129,3,30,9.5
4130,3,60,8
4131,19,50,20
4132,6,30,9.3875
4133,3,30,10.66666666
4134,8,30,15.275
4135,22,52.5,14.33333333
4136,7,30,11.85
4137,28,45,26.5
4138,10,30,11.51666666
4139,60,60,24.89825
4140,8,30,8
4141,1,30,10
4142,3,50,17
4143,25,60,19.5
4144,6,60,19.5
4145,31,52.5,21.85
4146,4,30,11.66666666
4147,35,52.5,13.66666666
4148,5,50,8.666666666
4149,0,30,8
4150,42,45,12.25
4151,40,50,24
4152,20,50,15.5
4153,6,30,7
4154,68,60,26
4155,87,60,23
4156,51,52.5,17.5
4157,8,60,12
4158,12,50,12
4159,21,60,12
4160,6,60,16
4161,1,60,14
4162,4,60,14
4163,17,60,17.5
4164,5,43.33333333,16
4165,2,46.66666666,11
4166,16,36.66666666,9.333333333
4167,83,55,19.33333333
4168,2,30,17
4169,18,50,27
4170,39,60,17.5
4171,27,60,12
4172,24,60,26
4173,1,30,8.5
4174,24,50,23.5
4175,11,30,13
4176,13,50,15.5
4177,15,60,23
4178,16,60,12
4179,69,60,46.75
4180,33,56.66666666,100
4181,21,60,10
4182,0,30,7.666666666
4183,20,50,15.5
4184,4,55,40
4185,33,60,28.33333333
4186,38,60,10
4187,10,60,10
4188,16,60,10
4189,0,50,11.5
4190,27,56.66666666,20
4191,90,60,21.66666666
4192,3,60,10
4193,67,60,21.5
4194,19,60,11
4195,32,60,10
4196,18,60,16
4197,33,60,22.5
4198,8,60,11
4199,22,60,20
4200,14,60,18
4201,9,60,8
4202,13,52.5,6.75
4203,52,53.33333333,30
4204,80,57.5,32.5
4205,50,54,30
4206,53,60,15.33333333
4207,14,52.5,13
4208,4,50,13.5
4209,2,50,15
4210,7,40,9
4211,54,50,16.66666666
4212,99,60,30
4213,17,50,16
4214,32,60,16.66666666
4215,220,60,37.5
4216,74,56.66666666,40
4217,50,60,26
4218,25,60,9.5
4219,1,50,7
4220,34,60,14
4221,101,52.5,24.5
4222,3,40,14
4223,42,60,25
4224,19,50,12.5
4225,6,60,13
4226,29,60,10.33333333
4227,121,60,27.5
4228,71,56.66666666,20
4229,24,60,20.5
4230,43,43.33333333,35
4231,19,10,8
4232,34,43.33333333,21.5
4233,17,40,9
4234,31,50,28
4235,72,60,29
4236,2,30,6.333333333
4237,28,47.5,18
4238,34,60,28
4239,91,60,12.75
4240,9,30,13.5
4241,11,60,23.5
4242,147,60,38.33333333
4243,65,56.66666666,37.5
4244,75,52.5,25
4245,49,50,40
4246,126,60,35
4247,15,40,8.5
4248,11,50,7.5
4249,83,60,20.66666666
4250,25,56.66666666,17
4251,17,50,12.66666666
4252,27,50,13.66666666
4253,181,60,32.5
4254,99,56.66666666,17.5
4255,7,30,11.33333333
4256,5,48,12
4257,212,60,30
4258,67,56.66666666,25
4259,10,30,10.2
4260,55,60,16.66666666
4261,35,56.66666666,7
4262,176,58,25.66666666
4263,23,50,30
4264,10,54,10.5
4265,32,50,41
4266,12,50,41
4267,2,30,13
4268,2,30,13
4269,13,50,29.33333333
4270,40,60,30
4271,9,50,41
4272,23,60,30
4273,29,55,30
4274,67,42,10
4275,73,60,35.5
4276,13,50,20
4277,14,48,25
4278,118,60,33
4279,11,48,16
4280,14,48,27.5
4281,4,30,10
4282,28,60,30
4283,16,30,12
4284,21,50,26
4285,28,50,21.5
4286,5,45,11.19766666
4287,12,30,9.5
4288,22,52.5,39
4289,16,50,9.781
4290,34,50,20
4291,2,30,10.986
4292,61,55,50
4293,20,43.33333333,30.986
4294,38,60,18.497
4295,143,57.5,33
4296,25,60,19
4297,19,45,50
4298,30,50,50
4299,24,60,24.52533333
4300,73,60,44
4301,16,60,12.5
4302,3,60,9
4303,29,60,34
4304,7,50,15
4305,10,60,38
4306,39,60,25
4307,22,60,14.52533333
4308,22,50,20
4309,96,60,23
4310,22,50,16.5
4311,2,30,3
4312,41,45,39
4313,8,30,8.666666666
4314,117,60,38.5
4315,11,60,24
4316,33,60,23
4317,78,36,7
4318,134,60,38.5
4319,46,60,23
4320,88,60,34.5
4321,60,50,39
4322,4,46.66666666,20.5
4323,25,50,18.5
4324,7,40,21.5
4325,21,50,20.926
4326,6,30,11.926
4327,40,50,39
4328,9,50,12
4329,23,50,27
4330,153,60,35
4331,11,50,26
4332,63,53.33333333,40
4333,59,60,25
4334,5,30,34
4335,23,60,20
4336,88,56.66666666,39.5
4337,6,55,17
4338,38,60,23.5
4339,14,60,18.5
4340,16,30,5
4341,18,45,4.5
4342,9,60,12.66666666
4343,44,55.71428571,20.33333333
4344,7,60,22
4345,45,56.66666666,17
4346,14,50,23
4347,61,60,23.5
4348,37,60,13.33333333
4349,12,50,10
4350,55,52.5,18
4351,30,60,20
4352,30,60,16.66666666
4353,33,60,17.5
4354,11,50,8.666666666
4355,9,60,14
4356,50,60,25
4357,85,60,27.5
4358,48,60,22.5
4359,16,45,14.33333333
4360,73,60,26.66666666
4361,0,33.33333333,7
4362,18,60,16.33333333
4363,14,53.33333333,25
4364,15,45,20
4365,48,56.66666666,35
4366,13,60,22.5
4367,67,60,32.5
4368,54,60,27.5
4369,108,60,26
4370,21,60,14.66666666
4371,22,50,21
4372,24,60,25
4373,23,50,19.299
4374,105,60,37.5
4375,59,60,13.33333333
4376,26,55,7
4377,47,45,15.66666666
4378,55,60,32
4379,9,30,12
4380,14,50,25
4381,9,30,10
4382,97,60,27.5
4383,63,50,18.5
4384,72,52.5,22.5
4385,101,56.66666666,25
4386,78,60,30
4387,7,60,11.66666666
4388,16,50,30
4389,93,60,34.33333333
4390,25,60,34.5
4391,4,38,5.5
4392,20,55,10.586
4393,12,53.33333333,37.5
4394,24,60,23
4395,53,60,16.862
4396,15,60,9
4397,18,60,10
4398,45,60,23.5
4399,82,60,21
4400,20,60,9.615
4401,46,60,16
4402,44,52.5,20.94833333
4403,100,56.66666666,28
4404,65,60,22.66666666
4405,26,50,17
4406,117,60,33.5
4407,6,60,12
4408,61,56.66666666,10.817
4409,23,60,13.7634
4410,79,60,21
4411,67,50,24
4412,72,56.66666666,24.5
4413,87,52.5,27.25
4414,16,50,15.25
4415,123,60,27
4416,15,60,14.5
4417,39,43.33333333,16
4418,11,50,15
4419,30,53.33333333,19.5
4420,34,50,20
4421,30,50,15.66666666
4422,6,48,14
4423,21,60,15
4424,30,60,14
4425,36,30,13.66666666
4426,45,60,23
4427,37,60,16.5
4428,97,60,30.5
4429,26,36.66666666,14.33333333
4430,31,60,14.5
4431,23,52.5,15.5
4432,36,60,15
4433,60,52.5,26.33333333
4434,40,60,15.5
4435,60,60,23.5
4436,23,60,19.5
4437,60,50,20
4438,54,50,14
4439,37,60,26
4440,68,52.5,18
4441,41,40,14.5
4442,25,60,25
4443,37,55,16
4444,89,52.5,19.66666666
4445,61,60,8.8
4446,51,60,25
4447,11,60,10.33333333
4448,162,47.5,29.5
4449,34,60,14
4450,5,60,9
4451,139,60,28.5
4452,89,45,20.66666666
4453,122,55,23.66666666
4454,54,50,25
4455,149,50,25
4456,190,52.5,31
4457,52,60,26.33333333
4458,193,60,37
4459,27,52.5,40
4460,8,50,7
4461,15,60,13.66666666
4462,16,60,15.5
4463,11,50,11
4464,83,60,18.5
4465,67,35,13
4466,52,30,11.5
4467,9,52.5,11
4468,31,60,16
4469,26,50,13.5
4470,81,60,21.5
4471,8,60,15
4472,1,50,10.5
4473,1,30,9.5
4474,5,30,8.5
4475,28,40,13
4476,28,40,12.33333333
4477,115,60,23
4478,19,46.66666666,10.66666666
4479,14,50,14
4480,57,60,11
4481,17,50,9.5
4482,59,43.33333333,14.83333333
4483,7,60,18
4484,130,60,18.5
4485,6,60,14
4486,54,60,21.5
4487,24,60,11.75
4488,9,40,13.5
4489,7,50,18
4490,118,55,17.5
4491,39,60,20.5
4492,12,45,7.4
4493,111,60,29
4494,50,50,11.66666666
4495,106,50,14.5
4496,39,36.66666666,9.5
4497,6,30,15
4498,24,50,14
4499,4,40,20
4500,27,50,22
4501,1,30,11.5
4502,4,60,11
4503,6,50,17.5
4504,40,60,13
4505,24,50,12.75
4506,50,60,13
4507,16,60,21.5
4508,58,60,19.5
4509,5,30,6.5
4510,4,30,14.5
4511,22,50,34
4512,8,50,16
4513,6,60,11.5
4514,5,30,12
4515,32,52.5,14.33333333
4516,109,52.5,21.33333333
4517,40,60,18
4518,28,50,17
4519,17,47.5,17
4520,21,60,14.33333333
4521,68,54.28571428,14.66666666
4522,89,60,23
4523,49,60,21
4524,61,57.5,23.5
4525,15,50,13.66666666
4526,32,55,18.66666666
4527,12,50,10
4528,15,53.33333333,10.33333333
4529,5,50,8.5
4530,58,56.66666666,22.5
4531,23,52.5,10
4532,90,60,21
4533,76,55,18.66666666
4534,49,60,10.33333333
4535,13,36.66666666,11.5
4536,15,60,20
4537,13,60,21.5
4538,9,46.66666666,14
4539,9,48,15
4540,49,53.33333333,19.33333333
4541,42,60,11
4542,45,60,16.5
4543,6,60,15
4544,7,60,15
4545,6,50,15
4546,14,60,17.5
4547,48,60,17.33333333
4548,90,42.5,16.66666666
4549,109,50,23.33333333
4550,58,60,16.66666666
4551,15,40,7.666666666
4552,9,50,9
4553,7,40,8
4554,22,53.33333333,19.5
4555,107,60,21.5
4556,14,45,17
4557,64,60,15
4558,185,60,27.5
4559,19,50,14.5
4560,69,55,13.66666666
4561,10,45,15
4562,46,60,20
4563,37,60,20.5
4564,43,60,22.53266666
4565,29,45,10.5
4566,51,50,23
4567,1,40,26.598
4568,7,50,25
4569,1,30,24.299
4570,13,37.5,12
4571,3,30,9
4572,6,30,6.5
4573,3,40,15
4574,9,30,9.5
4575,9,50,10.5
4576,70,60,23
4577,1,50,14.5
4578,29,60,34
4579,29,50,6
4580,2,50,12.5
